Country,Region,Province,City,Successful_Attack,Suicide_Attack,Attack_Type,Target_Type,Target_Subtype,Corporation,Target,Target_Nationality,Terrorist_Group,Weapon_Type,Kill_Count,Terrorists_Killed,People_Injured,Terrorist_Injured,Property_Damaged,Hostage_Kidnapped,ransom,Hostage_Recovered,International_Attack,Death_Category,Death
Colombia,'South America',Antioquia,Medellin,1,0,'Hostage Taking (Barricade Incident)','Government (General)','Politician or Political Party Movement/Meeting/Rally',Unknown,'National Popular Alliance (ANAPO) Meeting',Colombia,'M-19 (Movement of April 19)',Firearms,0,0,0,0,1,1,0,0,0,No_Death,no
Iraq,'Middle East & North Africa',Diyala,Adhaim,1,0,Bombing/Explosion,'Private Citizens & Property',Farmer,Unknown,Farmers,Iraq,Unknown,Explosives,0,0,3,0,1,0,0,0,0,No_Death,no
Philippines,'Southeast Asia','Misamis Oriental',Pelaez,1,0,'Facility/Infrastructure Attack',Business,Farm/Ranch,'Del Monte Employees Agrarian Reform Beneficiaries Cooperative (DEARBC)','Dump Trucks',Philippines,'New People s Army (NPA)',Incendiary,0,0,0,0,1,0,0,0,0,No_Death,no
Afghanistan,'South Asia',Jawzjan,Qamsae,1,0,'Hostage Taking (Kidnapping)','Government (General)','Government Personnel (excluding police  military)','Government of Jawzjan','Senior Health Officials: Dr. Yaseen  Khal Mohammad',Afghanistan,Taliban,Unknown,0,0,0,0,0,1,0,0,0,No_Death,no
France,'Western Europe',Corsica,Unknown,1,0,Bombing/Explosion,Police,'Police Building (headquarters  station  school)',Unknown,'Police buildings and property owned by mainland French',France,Secessionists,Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
France,'Western Europe',Aquitaine,Bordeaux,1,0,Bombing/Explosion,Business,Restaurant/Bar/Café,Unknown,'restaurant (Tupina restaurant)',France,'New caledonian independence supporters',Explosives,0,0,0,0,1,0,0,0,1,No_Death,no
Turkey,'Middle East & North Africa',Mardin,Kiziltepe,1,0,'Armed Assault',Police,'Police Building (headquarters  station  school)',police,'security office',Turkey,'Kurdistan Workers  Party (PKK)',Firearms,0,0,5,0,1,0,0,0,0,No_Death,no
Pakistan,'South Asia','Khyber Pakhtunkhwa',Peshawar,0,0,Bombing/Explosion,Unknown,?,Unknown,Unknown,Pakistan,Unknown,Explosives,0,0,0,0,0,0,0,0,0,No_Death,no
India,'South Asia',Chhattisgarh,Bhopalpatnam,1,0,'Facility/Infrastructure Attack',Business,Construction,Unknown,'Road Construction Site',India,'Communist Party of India - Maoist (CPI-Maoist)',Firearms,0,0,0,0,1,0,0,0,0,No_Death,no
'United Kingdom','Western Europe','Northern Ireland',Downpatrick,1,0,Bombing/Explosion,Business,Entertainment/Cultural/Stadium/Casino,'Downpatrick Cricket Club','Downpatrick Cricket Club','Northern Ireland','Irish National Liberation Army (INLA)',Incendiary,0,0,0,0,1,0,0,0,1,No_Death,no
'El Salvador','Central America & Caribbean',Sonsonate,Armenia,1,0,Bombing/Explosion,Utilities,Electricity,Unknown,'High tension line tower *','El Salvador','Farabundo Marti National Liberation Front (FMLN)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
India,'South Asia',Manipur,Imphal,1,0,Bombing/Explosion,Military,'Military Barracks/Base/Headquarters/Checkpost','Indian Army',Complex,India,'People s Liberation Army (India)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Iraq,'Middle East & North Africa',Nineveh,Mosul,1,0,Bombing/Explosion,'Government (General)','Government Personnel (excluding police  military)','Iraqi Ministry of Municipalities and Public Works',Employees,Iraq,Unknown,Explosives,0,0,5,0,1,0,0,0,0,No_Death,no
Italy,'Western Europe',Lazio,Rome,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,Unknown,'Bookstore of Rizzoli Co.',Italy,Unknown,Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Afghanistan,'South Asia',Herat,'Guzara district',1,0,'Hostage Taking (Kidnapping)','Government (General)','Government Personnel (excluding police  military)','Afghan National Solidarity Program (NSP)',Workers,Afghanistan,Unknown,Firearms,0,0,0,0,0,1,0,4,0,No_Death,no
Colombia,'South America',Narino,Contadero,1,0,Bombing/Explosion,Utilities,Oil,'Trans-Andean Oil Pipeline','Oil Pipeline',Colombia,'Revolutionary Armed Forces of Colombia (FARC)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
India,'South Asia',Jharkhand,'Latehar district',1,0,Bombing/Explosion,Telecommunication,Telephone/Telegraph,Unknown,'A mobile phone tower was the target.',India,Unknown,Explosives,0,0,0,0,-9,0,0,0,0,No_Death,no
Argentina,'South America','Buenos Aires','Buenos Aires',1,0,Bombing/Explosion,Business,Bank/Commerce,'Perez Compac Company',Offices,Argentina,Unknown,Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
France,'Western Europe',Corsica,Sagone,1,0,Bombing/Explosion,Business,Hotel/Resort,Unknown,'Holiday home',France,'Corsican National Liberation Front- Historic Channel',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
'United States','North America',Florida,Tampa,1,0,'Facility/Infrastructure Attack','Abortion Related',Personnel,Unknown,'Office of Doctor Quintin DeHaan','United States','Anti-Abortion extremists',Incendiary,0,0,0,0,1,0,0,0,0,No_Death,no
'United States','North America',Arizona,Flagstaff,1,0,'Facility/Infrastructure Attack',Business,Hotel/Resort,'Fairfield Snow Bowl Ski Resort','cables of the main chairlift at the Fairfield Snow Bowl Ski Resort in Flagstaff  AZ','United States','Evan Mecham Eco-Terrorist International Conspiracy (EMETIC)','Sabotage Equipment',0,0,0,0,1,0,0,0,0,No_Death,no
Italy,'Western Europe',Lazio,Rome,1,0,Bombing/Explosion,'Private Citizens & Property','Labor Union Related',Unknown,'Catholic Communion and Liberation Group',Italy,Unknown,Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Peru,'South America',Lima,Lima,1,0,Bombing/Explosion,'Private Citizens & Property',Marketplace/Plaza/Square,Unknown,'Camino Real shopping center',Peru,'Shining Path (SL)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Iraq,'Middle East & North Africa',Baghdad,Baghdad,1,0,Bombing/Explosion,'Government (General)','Government Personnel (excluding police  military)',Unknown,'The house of a Shiite lawmaker',Iraq,Unknown,Explosives,0,0,3,0,1,0,0,0,0,No_Death,no
Pakistan,'South Asia',Sindh,Karachi,0,0,Assassination,Unknown,?,Unk,Unk,Pakistan,Unknown,Firearms,0,0,1,0,0,0,0,0,0,No_Death,no
Egypt,'Middle East & North Africa','North Sinai',Unknown,1,0,'Hostage Taking (Kidnapping)',Business,?,'Arab Contractors',Employees,Egypt,Unknown,Firearms,0,0,0,0,0,1,0,0,0,No_Death,no
France,'Western Europe',Corse-du-Sud,Tavaco,1,0,Bombing/Explosion,Military,'Military Personnel (soldiers  troops  officers  forces)',Unknown,'House of French air force Officer stationed in corsica (in construction)',France,'Corsican National Liberation Front (FLNC)',Explosives,0,0,0,0,1,0,0,0,1,No_Death,no
'El Salvador','Central America & Caribbean','San Vicente',Verapaz,1,0,'Hostage Taking (Kidnapping)',Business,Industrial/Textiles/Factory,Unknown,'Coffee Processing Plant','El Salvador',Unknown,Incendiary,0,0,0,0,1,1,0,0,0,No_Death,no
Yemen,'Middle East & North Africa',Hadramawt,Mukalla,1,0,Bombing/Explosion,Military,'Military Unit/Patrol/Convoy','Military of Yemen',Unit,Yemen,Unknown,Explosives,0,0,0,0,0,0,0,0,0,No_Death,no
Somalia,'Sub-Saharan Africa',Hiiraan,Beledweyne,1,0,Bombing/Explosion,'Terrorists/Non-State Militia','Non-State Militia','Shabelle Valley State (SVS)',Members,Somalia,'Ahlu-sunah Wal-jamea (Somalia)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Spain,'Western Europe',Catalonia,'San Clemente de Llobregat',1,0,Bombing/Explosion,Utilities,Gas,'Catalan Gas company','Pipe line',Spain,'First of October Antifascist Resistance Group (GRAPO)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Italy,'Western Europe',Campania,Caserta,1,0,'Hostage Taking (Kidnapping)',Business,Retail/Grocery/Bakery,'Insurance co.','Mario Amabile  executive',Italy,Unknown,Unknown,0,0,0,0,0,1,1,1,0,No_Death,no
'Sri Lanka','South Asia','North Central',Polonnaruwa,1,0,Bombing/Explosion,Transportation,'Train/Train Tracks/Trolley',Railway,'Culvert under rail line*','Sri Lanka','Liberation Tigers of Tamil Eelam (LTTE)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Italy,'Western Europe',Lazio,Rome,1,0,'Armed Assault',Police,'Police Security Forces/Officers','Department of Public Security (DPS)',Officers,Italy,individual,Firearms,0,0,3,0,0,0,0,0,0,No_Death,no
Spain,'Western Europe',Andalusia,Marbella,1,0,Bombing/Explosion,Business,Hotel/Resort,Unknown,'don carlos hotel',Spain,'Basque Fatherland and Freedom (ETA)',Explosives,0,0,1,0,1,0,0,0,1,No_Death,no
Nepal,'South Asia',Central,'Rautahat district',1,0,'Armed Assault','Private Citizens & Property',Vehicles/Transportation,'Not Applicable',Truck,Nepal,'Communist Party of Nepal - Maoist (CPN-Maoist-Chand)',Incendiary,0,0,2,0,1,0,0,0,0,No_Death,no
Yemen,'Middle East & North Africa','Ad Dali','Sanah district',0,0,Assassination,'Government (General)','Government Personnel (excluding police  military)','Yemeni Ministry of Finance','Governorate Finance Officer: Muthanna al-Jama l',Yemen,Unknown,Explosives,0,0,4,0,1,0,0,0,0,No_Death,no
Angola,'Sub-Saharan Africa','Cuanza Norte',Dondo,1,0,Bombing/Explosion,Utilities,Electricity,Unknown,'Unspecified number of transmission towers and high-tension electricity line',Angola,'National Union for the Total Independence of Angola (UNITA)',Unknown,0,0,0,0,1,0,0,0,0,No_Death,no
Afghanistan,'South Asia',Kabul,Kabul,0,0,Bombing/Explosion,Unknown,?,Unknown,Unknown,?,Unknown,Explosives,0,0,0,0,0,0,0,0,1,No_Death,no
'United Kingdom','Western Europe','Northern Ireland',Belfast,1,0,'Facility/Infrastructure Attack',Business,Restaurant/Bar/Café,Unknown,'Bar in Railway Station','Northern Ireland','Irish Republican Army (IRA)',Incendiary,0,0,0,0,1,0,0,0,1,No_Death,no
Peru,'South America',Ayacucho,Ayacucho,1,0,Bombing/Explosion,Utilities,Electricity,Unknown,'High tension line tower',Peru,'Shining Path (SL)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Iraq,'Middle East & North Africa','Al Anbar',Zaidan,1,0,Bombing/Explosion,'Educational Institution','School/University/Educational Building',Unknown,School,Iraq,Unknown,Explosives,0,0,3,0,1,0,0,0,0,No_Death,no
'United Kingdom','Western Europe','Northern Ireland',Cookstown,1,0,Bombing/Explosion,Business,Gas/Oil/Electric,Unknown,'kildress filing station','Northern Ireland','Irish Republican Army (IRA)',Explosives,0,0,0,0,1,0,0,0,1,No_Death,no
Pakistan,'South Asia',Balochistan,'Nana Sahib Ziarat',1,0,'Armed Assault',Police,'Police Security Forces/Officers','Pakistani Police','District Officer: Barkhan Mahbub Ali',Pakistan,Unknown,Firearms,0,0,1,0,1,0,0,0,0,No_Death,no
Thailand,'Southeast Asia',Bangkok,Bangkok,0,0,'Armed Assault',Business,Restaurant/Bar/Café,Unknown,'Coffee Shop',Thailand,Unknown,Firearms,0,0,0,0,0,0,0,0,0,No_Death,no
'United Kingdom','Western Europe','Northern Ireland',Belfast,1,0,Bombing/Explosion,Military,'Military Personnel (soldiers  troops  officers  forces)',Unknown,'British soldiers','Great Britain','Irish Republican Army (IRA)',Explosives,0,0,1,0,1,0,0,0,1,No_Death,no
Pakistan,'South Asia',Balochistan,Quetta,1,0,'Armed Assault',Police,'Police Security Forces/Officers','Balochistan Law Enforcement','Balochistan police personnel',Pakistan,Unknown,Firearms,0,0,3,0,1,0,0,0,0,No_Death,no
'United States','North America','Puerto Rico',Unknown,0,0,Assassination,'Government (General)','Politician or Political Party Movement/Meeting/Rally','Puerto Rico','Carlos R. Barcelo  Governor','United States','Independent Armed Revolutionary Commandos (CRIA)',Explosives,0,0,1,0,0,0,0,0,0,No_Death,no
Thailand,'Southeast Asia',Narathiwat,Unknown,1,0,Bombing/Explosion,Business,Bank/Commerce,Unknown,'Automated Teller Machine (ATM)',Thailand,Unknown,Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Iraq,'Middle East & North Africa','Dhi Qar',Nasiriyah,0,1,Bombing/Explosion,Unknown,?,Unknown,Unknown,Iraq,Unknown,Explosives,0,0,0,0,0,0,0,0,0,No_Death,no
Russia,'Eastern Europe',Ingushetia,Nazran,0,0,Bombing/Explosion,Transportation,'Highway/Road/Toll/Traffic Signal',Unknown,'Tutayeva Street',Russia,Unknown,Explosives,0,0,0,0,0,0,0,0,0,No_Death,no
Spain,'Western Europe','Basque Country',Zarauz,1,0,Bombing/Explosion,Business,'Multinational Corporation',Renault,Dealer,Spain,'Basque Fatherland and Freedom (ETA)',Explosives,0,0,0,0,1,0,0,0,1,No_Death,no
Russia,'Eastern Europe',Russia,Nazran,1,0,Bombing/Explosion,'Government (General)','Government Personnel (excluding police  military)','Russian government','Ingush deputy culture minister',Russia,Unknown,Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Afghanistan,'South Asia',Logar,'Muhammad Agha',1,0,Bombing/Explosion,'Government (General)','Government Personnel (excluding police  military)',Unknown,'Assailants fired rockets and firearms at the governor s residence.',Afghanistan,Taliban,Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Chile,'South America','Santiago Metropolitan',Santiago,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,'Bus Dom. (Unimark Co.)',Supermarket,Chile,'Manuel Rodriguez Patriotic Front (FPMR)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
France,'Western Europe',Corsica,Unknown,1,0,Bombing/Explosion,'Private Citizens & Property',Village/City/Town/Suburb,Unknown,'Island of Corsica',France,'Corsican National Liberation Front (FLNC)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Pakistan,'South Asia',Balochistan,'Dera Murad Jamali',1,0,Bombing/Explosion,'Private Citizens & Property',House/Apartment/Residence,Unknown,'A civilian residence',Pakistan,Unknown,Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Sudan,'Sub-Saharan Africa','East Darfur',Labado,1,0,'Armed Assault','Government (Diplomatic)','International Organization (peacekeeper  aid agency  compound)','United Nations (UN)',Ambulance,International,Unknown,Firearms,0,0,3,0,0,0,0,0,1,No_Death,no
Yemen,'Middle East & North Africa',Hadramawt,Seiyun,1,0,Bombing/Explosion,'Government (General)','Government Building/Facility/Office','Yemen Post','Post Office',Yemen,'Al-Qaida in the Arabian Peninsula (AQAP)',Explosives,0,0,0,0,1,0,0,0,1,No_Death,no
Libya,'Middle East & North Africa',Tripoli,Tripoli,1,0,Bombing/Explosion,'Government (General)','Government Building/Facility/Office','Libyan Customs Administration',Warehouse,Libya,'Muslim extremists',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Nigeria,'Sub-Saharan Africa',Delta,Warri,1,0,Bombing/Explosion,Utilities,Oil,'Nigerian Petroleum Development Company (NPDC)','Trans Forcados Oil Pipeline',Nigeria,Unknown,Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Pakistan,'South Asia',Sindh,Karachi,1,0,Unknown,'Airports & Aircraft',?,Unknown,'Indian Airlines',India,'Jammu and Kashmir Liberation Front',Unknown,0,0,0,0,1,0,0,0,1,No_Death,no
Iraq,'Middle East & North Africa',Unknown,Unknown,1,0,'Hostage Taking (Kidnapping)',Business,'Multinational Corporation','Kuwaiti Company','A Kuwaiti company operating in Iraq',Kuwait,'Holders of the Black Banners',Firearms,0,0,0,0,0,1,0,0,1,No_Death,no
France,'Western Europe',Occitanie,'Saint Julien du Poy',1,0,'Armed Assault',Military,'Military Personnel (soldiers  troops  officers  forces)','French Army',Sergeant,France,'Jihadi-inspired extremists',Melee,0,0,1,0,0,0,0,0,0,No_Death,no
Yemen,'Middle East & North Africa',Adan,Aden,1,0,Bombing/Explosion,'Government (General)','Government Building/Facility/Office','Government of Aden',Headquarters,Yemen,Unknown,Explosives,0,0,1,1,1,0,0,0,0,No_Death,no
Philippines,'Southeast Asia',Ifugao,Hungduan,1,0,'Armed Assault',Military,'Military Unit/Patrol/Convoy',Military,Detachment,Philippines,'New People s Army (NPA)',Firearms,0,0,0,0,1,0,0,0,0,No_Death,no
Spain,'Western Europe',Madrid,Madrid,1,0,Bombing/Explosion,Business,Gas/Oil/Electric,'Repsol YPF Oil Company','Repsol YPF offices in Madrid',Spain,'Basque Fatherland and Freedom (ETA)',Explosives,0,0,0,0,1,0,0,0,1,No_Death,no
'El Salvador','Central America & Caribbean','Santa Ana',Masahuat,1,0,'Armed Assault',Military,'Military Personnel (soldiers  troops  officers  forces)',Military,'element  2nd infantry brigade','El Salvador','Farabundo Marti National Liberation Front (FMLN)',Firearms,0,0,2,0,1,0,0,0,0,No_Death,no
Afghanistan,'South Asia',Nangarhar,'Muhmand Dara district',1,0,Bombing/Explosion,Police,'Police Security Forces/Officers','Afghan Police','Vehicle of Deputy Police Chief: Colonel Masoom Khan Hashimi',Afghanistan,Unknown,Explosives,0,0,0,0,0,0,0,0,0,No_Death,no
India,'South Asia',Kerala,Kannur,0,0,Bombing/Explosion,Transportation,'Bus Station/Stop',Unknown,'Meloor North Bus Stand',India,Unknown,Explosives,0,0,0,0,0,0,0,0,0,No_Death,no
Iraq,'Middle East & North Africa',Saladin,Unknown,1,0,Bombing/Explosion,'Terrorists/Non-State Militia','Non-State Militia','Iraqi Volunteer Forces',Volunteers,Iraq,Unknown,Explosives,0,0,5,0,1,0,0,0,0,No_Death,no
Chile,'South America','Santiago Metropolitan',Santiago,1,0,Bombing/Explosion,Police,'Police Building (headquarters  station  school)',police,'la granja area station',Chile,Unknown,Explosives,0,0,6,0,1,0,0,0,0,No_Death,no
India,'South Asia',Bihar,Thikathiya,1,0,Bombing/Explosion,'Private Citizens & Property','Museum/Cultural Center/Cultural House',Unknown,'A cultural center',India,'Communist Party of India - Maoist (CPI-Maoist)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Colombia,'South America',Unknown,Cordoba,1,0,'Hostage Taking (Kidnapping)',Military,'Military Personnel (soldiers  troops  officers  forces)',Military,'Two Sergeants',Colombia,'Popular Liberation Army (EPL)',Unknown,0,0,0,0,0,1,0,0,0,No_Death,no
Iraq,'Middle East & North Africa',Nineveh,'Tal Afar',1,0,Bombing/Explosion,Military,Paramilitary,'Iraqi Volunteer Forces',Members,Iraq,'Islamic State of Iraq and the Levant (ISIL)',Explosives,0,0,0,0,-9,0,0,0,1,No_Death,no
Spain,'Western Europe',Unknown,Unknown,0,0,Unknown,'Private Citizens & Property','Laborer (General)/Occupation Identified',unk,'unk  Lorry driver',Spain,Unknown,Unknown,0,0,1,0,0,0,0,0,0,No_Death,no
France,'Western Europe',Corsica,Unknown,1,0,Bombing/Explosion,Business,Bank/Commerce,Unknown,bank,France,'Corsican National Liberation Front (FLNC)',Explosives,0,0,0,0,1,0,0,0,0,No_Death,no
Spain,'Western Europe',Asturias,'Gijon district',1,0,Bombing/Explosion,'Government (Diplomatic)',Embassy/Consulate,Unknown,'French Consulate',France,'First of October Antifascist Resistance Group (GRAPO)',Explosives,0,0,0,0,1,0,0,0,1,No_Death,no
France,'Western Europe',Ile-de-France,Alfortville,1,0,'Facility/Infrastructure Attack','Religious Figures/Institutions','Place of Worship','Armenian Evangelical Church',Church,France,Unknown,Incendiary,0,0,0,0,1,0,0,0,0,No_Death,no
Iraq,'Middle East & North Africa',Baghdad,Baghdad,1,0,Bombing/Explosion,'Private Citizens & Property',Marketplace/Plaza/Square,'Market place',Shoppers,Iraq,Unknown,Explosives,0,0,6,0,1,0,0,0,0,No_Death,no
Peru,'South America',Lima,Lima,0,0,'Hostage Taking (Kidnapping)','Government (General)','Government Personnel (excluding police  military)',Unknown,'Ex Prexy of Chamber of Deputies and son',Peru,Unknown,Firearms,0,0,0,0,0,1,0,0,0,No_Death,no
Pakistan,'South Asia',Balochistan,Chattar,0,0,Bombing/Explosion,Unknown,?,Unknown,Unknown,Pakistan,Unknown,Explosives,0,0,0,0,0,0,0,0,0,No_Death,no
Colombia,'South America',Bogota,Bogota,1,0,'Armed Assault','Educational Institution','School/University/Educational Building',Unknown,'School  LA Amistad',Colombia,'Workers  Self-Defense Movement (MAO)',Firearms,0,0,0,0,1,1,0,0,0,No_Death,no
Philippines,'Southeast Asia',Maguindanao,'Datu Montawal',1,0,Bombing/Explosion,'Educational Institution','Other Personnel','Datu Montawal School System','Division Supervisor: Delia Daniel',Philippines,Unknown,Explosives,0,0,2,0,1,0,0,0,0,No_Death,no
